2023-07-16/07:29:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:14		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:15		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:16		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:17		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:18		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:19		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:20		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:21		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:22		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:23		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:24		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:25		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:25		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:25		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:25		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:25		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:25		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:25		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:26		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:26		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:26		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:26		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:26		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:27		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:27		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:27		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:28		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:28		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:28		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:28		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:28		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:28		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:29		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:29		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:29		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:29		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:29		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:29		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:30		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:30		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:30		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:30		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:30		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:30		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:30		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:31		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:31		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:31		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:31		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:31		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:31		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:32		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:33		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:35		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:36		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:37		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:38		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:39		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:40		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:40		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:40		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:40		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:40		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:40		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:40		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:41		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:41		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:41		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:41		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:41		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:42		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:43		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:44		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:45		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:46		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:47		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
